Titles	Genres
Star Wars: Episode III - Revenge of the Sith (2005)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Madagascar (2005)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Longest Yard, The (2005)[(6, 0.997)]	comedy
Mr. & Mrs. Smith (2005)[(5, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Batman Begins (2005)[(2, 0.989), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	action
My Summer of Love (2004)[(1, 0.997)]	romance
War of the Worlds (2005)[(3, 0.996), (0, 0.001)]	sci-fi
Fantastic Four (2005)[(1, 0.986), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Wedding Crashers (2005)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Happy Endings (2005)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Island, The (2005)[(4, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Bad News Bears (2005)[(3, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Sky High (2005)[(5, 0.997)]	comedy
Aristocrats, The (2005)[(2, 0.994), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Serenity (2005)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Broken Flowers (2005)[(4, 0.997)]	comedy
Deuce Bigalow: European Gigolo (2005)[(2, 0.978), (0, 0.003), (3, 0.003), (4, 0.003), (1, 0.002)]	comedy
Girl in the Café, The (2005)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
40-Year-Old Virgin, The (2005)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Brothers Grimm, The (2005)[(7, 0.511), (1, 0.478), (0, 0.002), (2, 0.001), (3, 0.001)]	fantasy
Transporter 2 (2005)[(0, 0.997)]	action
Doom (2005)[(7, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Waiting... (2005)[(2, 0.997)]	comedy
Aeon Flux (2005)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Man, The (2005)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Flightplan (2005)[(5, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Corpse Bride (2005)[(8, 0.996), (0, 0.001)]	animation
Final Fantasy VII: Advent Children (2004)[(8, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
MirrorMask (2005)[(9, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Wallace & Gromit in The Curse of the Were-Rabbit (2005)[(3, 0.998)]	animation
Kiss Kiss Bang Bang (2005)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
In Her Shoes (2005)[(0, 0.997)]	romance
Star Wreck: In the Pirkinning (2005)[(9, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Brokeback Mountain (2005)[(0, 0.997)]	romance
Weather Man, The (2005)[(6, 0.983), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Chicken Little (2005)[(9, 0.996), (0, 0.001)]	animation
Just Friends (2005)[(1, 0.996), (0, 0.001), (4, 0.001)]	romance
Pride & Prejudice (2005)[(6, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Harry Potter and the Goblet of Fire (2005)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	fantasy
Match Point (2005)[(3, 0.998)]	romance
Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)[(2, 0.996), (0, 0.001)]	fantasy
King Kong (2005)[(6, 0.655), (7, 0.338), (0, 0.001), (1, 0.001), (2, 0.001)]	romance
Memoirs of a Geisha (2005)[(7, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	romance
Family Stone, The (2005)[(5, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Mozart and the Whale (2005)[(3, 0.996), (0, 0.001), (2, 0.001), (4, 0.001)]	romance
Ringer, The (2005)[(3, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
District 13 (Banlieue 13) (2004)[(8, 0.997)]	action
Hostel (2005)[(1, 0.992), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Tristan & Isolde (2006)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Last Holiday (2006)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Hoodwinked! (2005)[(8, 0.996), (0, 0.001), (4, 0.001)]	animation
Underworld: Evolution (2006)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Little Manhattan (2005)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
On Probation (Tiempo de Valientes) (2005)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Nanny McPhee (2005)[(3, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Imagine Me & You (2005)[(1, 0.98), (0, 0.003), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Date Movie (2006)[(9, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Ultraviolet (2006)[(0, 0.996)]	sci-fi
V for Vendetta (2006)[(7, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
She's the Man (2006)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Lives of Others, The (Das leben der Anderen) (2006)[(4, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Lisbela e o Prisioneiro (Lisbela and the Prisoner) (2003)[(3, 0.996), (0, 0.001)]	comedy
Slither (2006)[(4, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Renaissance (2006)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Sentinel, The (2006)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Mission: Impossible III (2006)[(1, 0.986), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
RV (2006)[(5, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Over the Hedge (2006)[(8, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
X-Men: The Last Stand (2006)[(9, 0.997)]	sci-fi
Break-Up, The (2006)[(8, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Cars (2006)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Nacho Libre (2006)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Click (2006)[(1, 0.996), (0, 0.001)]	comedy
Devil Wears Prada, The (2006)[(2, 0.997)]	comedy
Pirates of the Caribbean: Dead Man's Chest (2006)[(1, 0.996), (0, 0.001)]	action
Lady in the Water (2006)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Jet Li's Fearless (Huo Yuan Jia) (2006)[(4, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)[(9, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Little Miss Sunshine (2006)[(4, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Army of Shadows (L'armée des ombres) (1969)[(7, 0.996), (0, 0.001)]	action
Monster House (2006)[(3, 0.978), (0, 0.003), (2, 0.003), (4, 0.003), (1, 0.002)]	animation
Night at the Museum (2006)[(5, 0.998)]	fantasy
Stranger than Fiction (2006)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Ant Bully, The (2006)[(5, 0.998)]	animation
Crank (2006)[(7, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Chaos (2005)[(1, 0.975), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	action
Step Up (2006)[(2, 0.988), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Mind Game (2004)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Illusionist, The (2006)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Severance (2006)[(5, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Fountain, The (2006)[(2, 0.996), (0, 0.001)]	sci-fi
Snoopy Come Home (1972)[(4, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	animation
Science of Sleep, The (La science des rêves) (2006)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Everyone's Hero (2006)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Apocalypto (2006)[(7, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Flyboys (2006)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)[(8, 0.997)]	comedy
Pan's Labyrinth (Laberinto del fauno, El) (2006)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Open Season (2006)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
G.O.R.A. (2004)[(7, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Departed, The (2006)[(7, 0.998)]	action
Employee of the Month (2006)[(5, 0.998)]	comedy
Man of the Year (2006)[(6, 0.996), (0, 0.001)]	comedy
Marine, The (2006)[(3, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	action
Elementary Particles, The (Elementarteilchen) (2006)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Children of Men (2006)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Prestige, The (2006)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Flushed Away (2006)[(0, 0.998)]	animation
Casino Royale (2006)[(4, 0.996), (0, 0.001)]	action
Déjà Vu (Deja Vu) (2006)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
10 Items or Less (2006)[(5, 0.997)]	comedy
Holiday, The (2006)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Tenacious D in The Pick of Destiny (2006)[(2, 0.991), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Blood Diamond (2006)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Eragon (2006)[(2, 0.996), (0, 0.001)]	fantasy
Painted Veil, The (2006)[(9, 0.495), (2, 0.493), (0, 0.002), (1, 0.001), (3, 0.001)]	romance
Plague Dogs, The (1982)[(6, 0.97), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	animation
Arthur and the Invisibles (2007)[(2, 0.997)]	fantasy
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Bridge to Terabithia (2007)[(8, 0.996), (0, 0.001)]	fantasy
Waitress (2007)[(2, 0.997)]	romance
Norbit (2007)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Cocaine Cowboys (2006)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Ratatouille (2007)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
Paris, I Love You (Paris, je t'aime) (2006)[(8, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	romance
Music and Lyrics (2007)[(3, 0.997)]	romance
Hot Fuzz (2007)[(6, 0.996), (0, 0.001)]	action
Next (2007)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
300 (2007)[(8, 0.997)]	action
Last Mimzy, The (2007)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Priceless (Hors de prix) (2006)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Host, The (Gwoemul) (2006)[(4, 0.997)]	comedy
Becoming Jane (2007)[(4, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (1, 0.002)]	romance
Reign Over Me (2007)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Shooter (2007)[(7, 0.997)]	action
TMNT (Teenage Mutant Ninja Turtles) (2007)[(7, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Sunshine (2007)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Fracture (2007)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Big Nothing (2006)[(9, 0.998)]	comedy
Spider-Man 3 (2007)[(1, 0.985), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Paprika (Papurika) (2006)[(6, 0.996), (0, 0.001)]	animation
Day Watch (Dnevnoy dozor) (2006)[(1, 0.989), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Hairspray (2007)[(5, 0.997)]	comedy
28 Weeks Later (2007)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Shrek the Third (2007)[(6, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Once (2006)[(5, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Pirates of the Caribbean: At World's End (2007)[(9, 0.998)]	comedy
Librarian: Return to King Solomon's Mines, The (2006)[(0, 0.997)]	action
Cashback (2006)[(9, 0.997)]	fantasy
Fido (2006)[(9, 0.384), (7, 0.357), (5, 0.251), (0, 0.002), (1, 0.001)]	comedy
Death at a Funeral (2007)[(1, 0.997)]	comedy
Live Free or Die Hard (2007)[(5, 0.874), (1, 0.114), (0, 0.002), (2, 0.001), (3, 0.001)]	action
Transformers (2007)[(7, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Harry Potter and the Order of the Phoenix (2007)[(0, 0.997)]	fantasy
I Now Pronounce You Chuck and Larry (2007)[(6, 0.998)]	comedy
Across the Universe (2007)[(0, 0.996)]	romance
Hot Rod (2007)[(5, 0.997)]	comedy
Stardust (2007)[(2, 0.996), (0, 0.001)]	fantasy
Simpsons Movie, The (2007)[(2, 0.997)]	animation
Bourne Ultimatum, The (2007)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Superbad (2007)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Rush Hour 3 (2007)[(5, 0.996), (0, 0.001)]	comedy
Kingdom, The (2007)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
War (2007)[(1, 0.996), (0, 0.001)]	action
Atonement (2007)[(7, 0.996), (0, 0.001)]	romance
Game Plan, The (2007)[(7, 0.998)]	comedy
Persepolis (2007)[(5, 0.997)]	animation
The Jane Austen Book Club (2007)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Man from Earth, The (2007)[(5, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Beowulf (2007)[(3, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	animation
Mr. Magorium's Wonder Emporium (2007)[(1, 0.997)]	fantasy
Southland Tales (2006)[(6, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Smiley Face (2007)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Mist, The (2007)[(4, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Enchanted (2007)[(8, 0.996), (0, 0.001)]	romance
Golden Compass, The (2007)[(7, 0.997)]	fantasy
I Am Legend (2007)[(0, 0.997)]	sci-fi
Futurama: Bender's Big Score (2007)[(8, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Juno (2007)[(0, 0.661), (4, 0.336)]	comedy
Wristcutters: A Love Story (2006)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Walk Hard: The Dewey Cox Story (2007)[(7, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	comedy
Dedication (2007)[(6, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Battlestar Galactica: Razor (2007)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
P.S. I Love You (2007)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
27 Dresses (2008)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
D-War (Dragon Wars) (2007)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Cloverfield (2008)[(4, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)[(2, 0.975), (0, 0.004), (1, 0.003), (3, 0.003), (4, 0.003)]	romance
Rambo (Rambo 4) (2008)[(7, 0.998)]	action
Hellboy II: The Golden Army (2008)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
In Bruges (2008)[(6, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Teeth (2007)[(8, 0.997)]	comedy
Jumper (2008)[(3, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	action
Spiderwick Chronicles, The (2008)[(7, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Other Boleyn Girl, The (2008)[(8, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	romance
Doomsday (2008)[(4, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Horton Hears a Who! (2008)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Mongol (2007)[(1, 0.996), (0, 0.001)]	romance
Penelope (2006)[(1, 0.998)]	romance
Dark Knight, The (2008)[(8, 0.997)]	action
Leatherheads (2008)[(8, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Forgetting Sarah Marshall (2008)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Visitor, The (2007)[(2, 0.986), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	romance
Forbidden Kingdom, The (2008)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Iron Man (2008)[(7, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Taken (2008)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Fall, The (2006)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Stargate: The Ark of Truth (2008)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
What Happens in Vegas... (2008)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Chronicles of Narnia: Prince Caspian, The (2008)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Shelter (2007)[(5, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Indiana Jones and the Kingdom of the Crystal Skull (2008)[(3, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Sex and the City (2008)[(0, 0.998)]	romance
Kung Fu Panda (2008)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
You Don't Mess with the Zohan (2008)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Incredible Hulk, The (2008)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
WALL·E (2008)[(4, 0.999)]	romance
Wanted (2008)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	action
Futurama: The Beast with a Billion Backs (2008)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
It's the Great Pumpkin, Charlie Brown (1966)[(5, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Journey to the Center of the Earth (2008)[(0, 0.838), (2, 0.151), (1, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Space Chimps (2008)[(1, 0.992), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Stargate: Continuum (2008)[(3, 0.997)]	sci-fi
Watchmen (2009)[(8, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Step Brothers (2008)[(8, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
X-Files: I Want to Believe, The (2008)[(0, 0.986), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Mummy: Tomb of the Dragon Emperor, The (2008)[(0, 0.998)]	action
Vicky Cristina Barcelona (2008)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	romance
Pineapple Express (2008)[(2, 0.997)]	comedy
Star Wars: The Clone Wars (2008)[(6, 0.983), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Henry Poole is Here (2008)[(1, 0.989), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Waltz with Bashir (Vals im Bashir) (2008)[(7, 0.997)]	animation
Death Race (2008)[(8, 0.997)]	action
House Bunny, The (2008)[(9, 0.997)]	comedy
Burn After Reading (2008)[(3, 0.997)]	comedy
Babylon A.D. (2008)[(6, 0.996), (0, 0.001)]	sci-fi
Onion Movie, The (2008)[(1, 0.997)]	comedy
Nick and Norah's Infinite Playlist (2008)[(1, 0.996), (0, 0.001)]	comedy
Dead Leaves (2004)[(6, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
FLCL (2000)[(5, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
RocknRolla (2008)[(5, 0.997)]	action
Futurama: Bender's Game (2008)[(1, 0.971), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	animation
Madagascar: Escape 2 Africa (2008)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Slumdog Millionaire (2008)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	romance
Quantum of Solace (2008)[(4, 0.997)]	action
Role Models (2008)[(7, 0.997)]	comedy
Sex Drive (2008)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Beverly Hills Chihuahua (2008)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Bolt (2008)[(9, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Twilight (2008)[(8, 0.999)]	fantasy
Transporter 3 (2008)[(3, 0.997)]	action
Igor (2008)[(1, 0.991), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Wallace and Gromit in 'A Matter of Loaf and Death' (2008)[(1, 0.703), (0, 0.288), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Starship Troopers 3: Marauder (2008)[(0, 0.83), (5, 0.166), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Gran Torino (2008)[(1, 0.997)]	comedy
Reader, The (2008)[(1, 0.991), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Wrestler, The (2008)[(7, 0.997)]	romance
Curious Case of Benjamin Button, The (2008)[(2, 0.998)]	romance
5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007)[(7, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Choke (2008)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Blackadder's Christmas Carol (1988)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Marley & Me (2008)[(1, 0.98), (0, 0.003), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Ponyo (Gake no ue no Ponyo) (2008)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	animation
Ip Man (2008)[(4, 0.834), (6, 0.159), (0, 0.001), (1, 0.001), (2, 0.001)]	action
Tale of Despereaux, The (2008)[(4, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Bride Wars (2009)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Underworld: Rise of the Lycans (2009)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Inkheart (2008)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Paul Blart: Mall Cop (2009)[(2, 0.986), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Outlander (2008)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Coraline (2009)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	animation
Push (2009)[(4, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
International, The (2009)[(0, 0.996)]	action
Two Lovers (2008)[(0, 0.997)]	romance
He's Just Not That Into You (2009)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	romance
Futurama: Into the Wild Green Yonder (2009)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Funny People (2009)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Tyler Perry's Madea Goes to Jail (2009)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Dr. Horrible's Sing-Along Blog (2008)[(1, 0.996), (0, 0.001)]	comedy
I Love You, Man (2009)[(9, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
