MovieID,Titles,Plots,Genres
515,"Remains of the Day, The (1993)",A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,romance
520,Robin Hood: Men in Tights (1993),"The standard story of Robin Hood: Evil Prince John is oppressing the people while good King Richard is away on the Crusades. Robin steals from the tax collectors, wins an archery contest, defeats the Sheriff, and rescues Maid Marian. In this version, however, Mel Brooks adds his own personal touch, parodying traditional adventure films, romance films, and the whole idea of men running around the woods in tights.",comedy
539,Sleepless in Seattle (1993),A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,comedy
541,Blade Runner (1982),"In the futuristic year of 2019, Los Angeles has become a dark and depressing metropolis, filled with urban decay. Rick Deckard, an ex-cop, is a ""Blade Runner"". Blade runners are people assigned to assassinate ""replicants"". The replicants are androids that look like real human beings. When four replicants commit a bloody mutiny on the Off World colony, Deckard is called out of retirement to track down the androids. As he tracks the replicants, eliminating them one by one, he soon comes across another replicant, Rachel, who evokes human emotion, despite the fact that she's a replicant herself. As Deckard closes in on the leader of the replicant group, his true hatred toward artificial intelligence makes him question his own identity in this future world, including what's human and what's not human.",sci-fi
543,So I Married an Axe Murderer (1993),"Charlie, a poet, hasn't had much luck with women, but then he meets Harriet, the girl of his dreams.. or is it his nightmares. Charlie begins to suspect that Harriet is Ms X, a woman who marries then kills her husbands.",comedy
546,Super Mario Bros. (1993),"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",comedy
550,Threesome (1994),"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex. Eddy comes to realize not only that he's gay, but that he's attracted to Stuart. The three pledge not to act on any romantic (or lustful) feelings with each other, and become close friends . . . while bottling up a lot of sexual tension.",comedy
551,"Nightmare Before Christmas, The (1993)","Jack Skellington, king of Halloween Town, discovers Christmas Town, but doesn't quite understand the concept.",animation
555,True Romance (1993),"In Detroit, Clarence Worley goes to the movie theater alone on the day of his birthday to watch some movies. The gorgeous Alabama Whitman accidentally drops her popcorn on Clarence and they watch the movie together. Later they go to a diner for pie, and end up having a one night stand. In the morning, Alabama confesses that she is a call-girl hired to spend the night with him, but she has fallen in love with him. In the morning they get married and Clarence goes to the club where she worked to bring her some clothes. However, her pimp Drexl Spivey and his partner beat up Clarence and he reacts by killing them both. Clarence asks for Alabama's suitcase with her clothes and the other girls mistakenly give another one with cocaine. When Clarence discovers the mistake, he decides to travel with Alabama to the house of his friend, the aspiring actor Dick Ritchie, to sell the drug and travel to Mexico. He visits his father Clifford Worley and gives his address to him. But the Sicilian Mafia is the owner of the drug and a group of killers are sent to hunt down Clarnece and Alabama.",romance
562,Welcome to the Dollhouse (1995),"Seventh-grade is no fun. Especially for Dawn Weiner when everyone at school calls you 'Dog-Face' or 'Wiener-Dog.' Not to mention if your older brother is 'King of the Nerds' and your younger sister is a cutesy ballerina who gets you in trouble but is your parents' favorite. And that's just the beginning--her life seems to be falling apart when she faces rejection from the older guy in her brother's band that she has a crush on, her parents want to tear down her 'Special People's Club' clubhouse, and her sister is abducted....",comedy
585,"Brady Bunch Movie, The (1995)","Mike Brady and his wife Carol Brady have just only one week to come up with $20,000 in back taxes or their house is sold and they'll have no choice but to move. And it's up to the Brady kids to secretly raise money and save the homestead before they lose their house to their scheming neighbor Mr. Larry Dittmeyer.",comedy
586,Home Alone (1990),An 8-year old troublemaker must protect his home from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,comedy
587,Ghost (1990),"Sam and Molly are a very happy couple and deeply in love. Walking back to their new apartment after a night out at the theatre, they encounter a thief in a dark alley, and Sam is murdered. He finds himself trapped as a ghost and realises that his death was no accident. He must warn Molly about the danger that she is in. But as a ghost he can not be seen or heard by the living, and so he tries to communicate with Molly through Oda Mae Brown, a psychic who didn't even realise that her powers were real.",romance
588,Aladdin (1992),"Aladdin is a street-urchin who lives in a large and busy town long ago with his faithful monkey friend Abu. When Princess Jasmine gets tired of being forced to remain in the palace that overlooks the city, she sneaks out to the marketplace, where she accidentally meets Aladdin. Under the orders of the evil Jafar (the sultan's advisor), Aladdin is thrown in jail and becomes caught up in Jafar's plot to rule the land with the aid of a mysterious lamp. Legend has it that only a person who is a ""diamond in the rough"" can retrieve the lamp from the Cave of Wonders. Aladdin might fit that description, but that's not enough to marry the princess, who must (by law) marry a prince.",animation
